"volcano_number" "volcano_name" "eruption_number" "eruption_category" "area_of_activity" "vei" "start_year" "start_month" "start_day" "evidence_method_dating" "end_year" "end_month" "end_day" "latitude" "longitude" "start_date" "end_date" "eruption_length_in_days"
"151" 264030 "Rinjani" 22104 "Confirmed Eruption" "Barujari crater" "2" 2015 10 25 "Historical Observations" 2015 12 24 -8.42 116.47 2015-10-25 2015-12-24 60
"152" 344100 "Masaya" 22108 "Confirmed Eruption" NA "1" 2015 10 3 "Historical Observations" 2020 4 17 11.985 -86.165 2015-10-03 2020-04-17 1658
"153" 290390 "Alaid" 21096 "Confirmed Eruption" NA "1" 2015 9 29 "Historical Observations" 2016 8 11 50.861 155.565 2015-09-29 2016-08-11 317
"154" 344040 "Telica" 21097 "Confirmed Eruption" NA "2" 2015 9 23 "Historical Observations" 2016 5 11 12.606 -86.84 2015-09-23 2016-05-11 231
"155" 357090 "Copahue" 21098 "Confirmed Eruption" "Agrio Crater" "2" 2015 9 18 "Historical Observations" 2016 12 30 -37.856 -71.183 2015-09-18 2016-12-30 469
"156" 266100 "Lokon-Empung" 21093 "Confirmed Eruption" "Tompaluan" "1" 2015 8 30 "Historical Observations" 2015 9 28 1.358 124.792 2015-08-30 2015-09-28 29
"157" 300260 "Klyuchevskoy" 21095 "Confirmed Eruption" NA "3" 2015 8 28 "Historical Observations" 2018 6 15 56.056 160.642 2015-08-28 2018-06-15 1022
"158" 352050 "Cotopaxi" 21088 "Confirmed Eruption" NA "2" 2015 8 14 "Historical Observations" 2016 1 24 -0.677 -78.436 2015-08-14 2016-01-24 163
"159" 343100 "San Miguel" 22233 "Confirmed Eruption" NA "1" 2015 8 13 "Historical Observations" 2015 8 13 13.434 -88.269 2015-08-13 2015-08-13 0
"160" 360160 "Kick 'em Jenny" 21090 "Confirmed Eruption" NA "0" 2015 7 23 "Historical Observations" 2015 7 24 12.3 -61.64 2015-07-23 2015-07-24 1
"161" 268060 "Gamalama" 21087 "Confirmed Eruption" NA "2" 2015 7 16 "Historical Observations" 2015 9 8 0.8 127.33 2015-07-16 2015-09-08 54
"162" 264270 "Sirung" 21086 "Confirmed Eruption" NA "1" 2015 7 7 "Historical Observations" 2015 7 8 -8.508 124.13 2015-07-07 2015-07-08 1
"163" 283020 "Hakoneyama" 21080 "Confirmed Eruption" NA "1" 2015 6 29 "Historical Observations" 2015 7 1 35.233 139.021 2015-06-29 2015-07-01 2
"164" 354006 "Sabancaya" 21089 "Confirmed Eruption" NA "1" 2015 6 28 "Historical Observations" 2015 7 9 -15.787 -71.857 2015-06-28 2015-07-09 11
"165" 263170 "Cereme" 21079 "Uncertain Eruption" NA NA 2015 6 24 "Historical Observations" 2015 6 24 -6.895 108.408 2015-06-24 2015-06-24 0
"166" 222120 "Lengai, Ol Doinyo" 22304 "Confirmed Eruption" "North Crater" "0" 2015 6 20 "Historical Observations" 2015 8 24 -2.764 35.914 2015-06-20 2015-08-24 65
"167" 283110 "Asamayama" 21081 "Confirmed Eruption" NA "1" 2015 6 16 "Historical Observations" 2015 6 16 36.406 138.523 2015-06-16 2015-06-16 0
"168" 345020 "Rincon de la Vieja" 22132 "Confirmed Eruption" "Crater lake" "1" 2015 6 16 "Historical Observations" 2016 5 1 10.83 -85.324 2015-06-16 2016-05-01 320
"169" 342110 "Pacaya" 22157 "Confirmed Eruption" "MacKenney Crater" "1" 2015 6 7 "Historical Observations" 2020 4 17 14.382 -90.601 2015-06-07 2020-04-17 1776
"170" 282050 "Kuchinoerabujima" 21073 "Confirmed Eruption" NA "3" 2015 5 29 "Historical Observations" 2015 6 19 30.443 130.217 2015-05-29 2015-06-19 21
"171" 353020 "Wolf" 21075 "Confirmed Eruption" NA "4" 2015 5 25 "Historical Observations" 2015 6 2 0.02 -91.35 2015-05-25 2015-06-02 8
"172" 266100 "Lokon-Empung" 21071 "Confirmed Eruption" "Tompaluan" "1" 2015 5 20 "Historical Observations" 2015 5 27 1.358 124.792 2015-05-20 2015-05-27 7
"173" 344040 "Telica" 21074 "Confirmed Eruption" NA "2" 2015 5 7 "Historical Observations" 2015 5 28 12.606 -86.84 2015-05-07 2015-05-28 21
"174" 273010 "Bulusan" 21072 "Confirmed Eruption" NA "2" 2015 5 1 "Historical Observations" 2015 7 17 12.769 124.056 2015-05-01 2015-07-17 77
"175" 331021 "Axial Seamount" 21092 "Confirmed Eruption" "NE flank" "0" 2015 4 23 "Seismicity" 2015 5 24 45.95 -130 2015-04-23 2015-05-24 31
"176" 358020 "Calbuco" 21076 "Confirmed Eruption" NA "4" 2015 4 22 "Historical Observations" 2015 5 26 -41.33 -72.618 2015-04-22 2015-05-26 34
"177" 345070 "Turrialba" 20998 "Confirmed Eruption" NA "2" 2015 3 8 "Historical Observations" 2019 10 28 10.025 -83.767 2015-03-08 2019-10-28 1695
"178" 344020 "San Cristobal" 22268 "Confirmed Eruption" NA "2" 2015 3 5 "Historical Observations" 2015 6 12 12.702 -87.004 2015-03-05 2015-06-12 99
"179" 290360 "Chikurachki" 20990 "Confirmed Eruption" NA "3" 2015 2 16 "Historical Observations" 2015 2 18 50.324 155.461 2015-02-16 2015-02-18 2
"180" 233020 "Fournaise, Piton de la" 20982 "Confirmed Eruption" NA "0" 2015 2 4 "Historical Observations" 2015 10 31 -21.244 55.708 2015-02-04 2015-10-31 269
"181" 263340 "Raung" 21070 "Confirmed Eruption" NA "3" 2015 2 1 "Historical Observations" 2015 8 22 -8.119 114.056 2015-02-01 2015-08-22 202
"182" 343100 "San Miguel" 20994 "Confirmed Eruption" NA "1" 2015 1 26 "Historical Observations" 2015 4 11 13.434 -88.269 2015-01-26 2015-04-11 75
"183" 352090 "Sangay" 22236 "Confirmed Eruption" "Summit crater" "2" 2015 1 19 "Historical Observations" 2015 4 7 -2.005 -78.341 2015-01-19 2015-04-07 78
"184" 266030 "Soputan" 20988 "Confirmed Eruption" NA "3" 2015 1 6 "Historical Observations" 2015 3 7 1.112 124.737 2015-01-06 2015-03-07 60
"185" 300260 "Klyuchevskoy" 20992 "Confirmed Eruption" NA "2" 2015 1 1 "Historical Observations" 2015 5 10 56.056 160.642 2015-01-01 2015-05-10 129
"186" 243040 "Hunga Tonga-Hunga Ha'apai" 20983 "Confirmed Eruption" NA "2" 2014 12 19 "Historical Observations" 2015 1 23 -20.536 -175.382 2014-12-19 2015-01-23 35
"187" 268060 "Gamalama" 20989 "Confirmed Eruption" NA "2" 2014 12 18 "Historical Observations" 2014 12 25 0.8 127.33 2014-12-18 2014-12-25 7
"188" 290290 "Sinarka" 20980 "Uncertain Eruption" NA "1" 2014 12 3 "Historical Observations" 2014 12 3 48.873 154.182 2014-12-03 2014-12-03 0
"189" 357120 "Villarrica" 20996 "Confirmed Eruption" NA "1" 2014 12 2 "Historical Observations" 2020 4 13 -39.42 -71.93 2014-12-02 2020-04-13 1959
"190" 257050 "Lopevi" 20986 "Uncertain Eruption" NA NA 2014 12 1 "Historical Observations" 2014 12 15 -16.507 168.346 2014-12-01 2014-12-15 14
"191" 384010 "Fogo" 20977 "Confirmed Eruption" "WSW base of Pico" "3" 2014 11 23 "Historical Observations" 2015 2 8 14.95 -24.35 2014-11-23 2015-02-08 77
"192" 290260 "Chirinkotan" 22223 "Confirmed Eruption" NA "2" 2014 11 21 "Historical Observations" 2015 8 10 48.98 153.48 2014-11-21 2015-08-10 262
"193" 351020 "Ruiz, Nevado del" 20995 "Confirmed Eruption" NA "2" 2014 11 18 "Historical Observations" 2017 5 29 4.892 -75.324 2014-11-18 2017-05-29 923
"194" 390090 "Saunders" 22271 "Confirmed Eruption" "Summit crater" "1" 2014 11 12 "Historical Observations" 2020 1 28 -57.8 -26.483 2014-11-12 2020-01-28 1903
"195" 312030 "Pavlof" 20975 "Confirmed Eruption" NA "1" 2014 11 12 "Historical Observations" 2014 11 15 55.417 -161.894 2014-11-12 2014-11-15 3
"196" 345070 "Turrialba" 20974 "Confirmed Eruption" "Central Crater" "2" 2014 10 29 "Historical Observations" 2014 12 8 10.025 -83.767 2014-10-29 2014-12-08 40
"197" 264180 "Lewotobi" 20973 "Uncertain Eruption" NA "2" 2014 10 6 "Historical Observations" 2014 10 6 -8.542 122.775 2014-10-06 2014-10-06 0
"198" 283040 "Ontakesan" 20964 "Confirmed Eruption" "Summit crater" "3" 2014 9 27 "Historical Observations" 2014 10 14 35.893 137.48 2014-09-27 2014-10-14 17
"199" 345020 "Rincon de la Vieja" 20961 "Confirmed Eruption" "Crater lake" "1" 2014 9 17 "Historical Observations" 2014 10 24 10.83 -85.324 2014-09-17 2014-10-24 37
"200" 282110 "Asosan" 20960 "Confirmed Eruption" "Naka-dake" "2" 2014 8 30 "Historical Observations" 2016 5 1 32.884 131.104 2014-08-30 2016-05-01 610
"201" 373030 "Bardarbunga" 20955 "Confirmed Eruption" "Holuhraun" "0" 2014 8 29 "Historical Observations" 2015 2 27 64.633 -17.516 2014-08-29 2015-02-27 182
"202" 342110 "Pacaya" 22222 "Confirmed Eruption" "MacKenney Crater" "1" 2014 8 25 "Historical Observations" 2015 2 17 14.382 -90.601 2014-08-25 2015-02-17 176
"203" 273030 "Mayon" 20959 "Confirmed Eruption" "Summit crater" "0" 2014 8 12 "Historical Observations" 2014 10 19 13.257 123.685 2014-08-12 2014-10-19 68
"204" 354006 "Sabancaya" 20953 "Uncertain Eruption" NA "1" 2014 8 5 "Historical Observations" 2014 12 27 -15.787 -71.857 2014-08-05 2014-12-27 144
"205" 282050 "Kuchinoerabujima" 20952 "Confirmed Eruption" "Shindake" "1" 2014 8 3 "Historical Observations" 2014 8 3 30.443 130.217 2014-08-03 2014-08-03 0
"206" 344020 "San Cristobal" 22267 "Confirmed Eruption" NA "2" 2014 7 20 "Historical Observations" 2014 10 1 12.702 -87.004 2014-07-20 2014-10-01 73
"207" 252140 "Rabaul" 20957 "Confirmed Eruption" "Tavurvur" "3" 2014 7 7 "Historical Observations" 2014 9 18 -4.271 152.203 2014-07-07 2014-09-18 73
"208" 357090 "Copahue" 20954 "Confirmed Eruption" "Agrio Crater" "1" 2014 7 4 "Historical Observations" 2014 12 2 -37.856 -71.183 2014-07-04 2014-12-02 151
"209" 251020 "Manam" 20956 "Confirmed Eruption" NA "2" 2014 6 29 "Historical Observations" 2020 4 9 -4.08 145.037 2014-06-29 2020-04-09 2111
"210" 233020 "Fournaise, Piton de la" 20919 "Confirmed Eruption" "Enclos Fouqué" "0" 2014 6 21 "Historical Observations" 2014 6 21 -21.244 55.708 2014-06-21 2014-06-21 0
"211" 267020 "Karangetang" 20914 "Confirmed Eruption" "Main crater" "2" 2014 6 8 "Historical Observations" 2016 3 15 2.781 125.407 2014-06-08 2016-03-15 646
"212" 300120 "Zhupanovsky" 20908 "Confirmed Eruption" NA "3" 2014 6 6 "Historical Observations" 2016 3 24 53.589 159.15 2014-06-06 2016-03-24 657
"213" 312030 "Pavlof" 20909 "Confirmed Eruption" "NE flank" "3" 2014 5 31 "Historical Observations" 2014 6 2 55.417 -161.894 2014-05-31 2014-06-02 2
"214" 264050 "Sangeang Api" 20911 "Confirmed Eruption" "Summit crater" "3" 2014 5 30 "Historical Observations" 2015 11 5 -8.2 119.07 2014-05-30 2015-11-05 524
"215" 223020 "Nyamuragira" 20942 "Confirmed Eruption" NA "0" 2014 5 30 "Historical Observations" 2016 5 14 -1.408 29.2 2014-05-30 2016-05-14 715
"216" 284141 "Ahyi" 20936 "Confirmed Eruption" NA "0" 2014 4 24 "Hydrophonic" 2014 5 17 20.42 145.03 2014-04-24 2014-05-17 23
"217" 263300 "Semeru" 22221 "Confirmed Eruption" "Jonggring Seloko" "3" 2014 4 1 "Historical Observations" 2020 4 17 -8.108 112.922 2014-04-01 2020-04-17 2208
"218" 262000 "Krakatau" 20932 "Confirmed Eruption" "Anak Krakatau" "1" 2014 3 31 "Historical Observations" 2014 3 31 -6.102 105.423 2014-03-31 2014-03-31 0
"219" 251030 "Karkar" 20910 "Confirmed Eruption" NA "1" 2014 3 26 "Historical Observations" 2014 3 27 -4.649 145.964 2014-03-26 2014-03-27 1
"220" 263250 "Merapi" 20892 "Confirmed Eruption" NA "3" 2014 3 9 "Historical Observations" 2014 4 20 -7.54 110.446 2014-03-09 2014-04-20 42
"221" 263180 "Slamet" 20933 "Confirmed Eruption" NA "2" 2014 3 8 "Historical Observations" 2014 9 17 -7.242 109.208 2014-03-08 2014-09-17 193
"222" 263280 "Kelut" 20934 "Confirmed Eruption" NA "4" 2014 2 13 "Historical Observations" 2014 2 15 -7.93 112.308 2014-02-13 2014-02-15 2
"223" 267020 "Karangetang" 20913 "Confirmed Eruption" NA "1" 2014 2 9 "Historical Observations" 2014 2 9 2.781 125.407 2014-02-09 2014-02-09 0
"224" 344020 "San Cristobal" 20941 "Confirmed Eruption" NA "1" 2014 2 4 "Historical Observations" 2014 4 11 12.702 -87.004 2014-02-04 2014-04-11 66
"225" 261140 "Marapi" 20931 "Confirmed Eruption" NA "1" 2014 2 3 "Historical Observations" 2014 2 26 -0.38 100.474 2014-02-03 2014-02-26 23
"226" 255060 "Kavachi" 20920 "Confirmed Eruption" NA "1" 2014 1 29 "Historical Observations" 2014 1 29 -8.991 157.979 2014-01-29 2014-01-29 0
"227" 311360 "Shishaldin" 20937 "Confirmed Eruption" NA "1" 2014 1 28 "Historical Observations" 2015 10 16 54.756 -163.97 2014-01-28 2015-10-16 626
"228" 282110 "Asosan" 20935 "Confirmed Eruption" "Naka-dake" "1" 2014 1 13 "Historical Observations" 2014 2 19 32.884 131.104 2014-01-13 2014-02-19 37
"229" 263340 "Raung" 21069 "Uncertain Eruption" NA "1" 2014 1 4 "Historical Observations" 2014 1 4 -8.119 114.056 2014-01-04 2014-01-04 0
"230" 343100 "San Miguel" 20906 "Confirmed Eruption" NA "2" 2013 12 29 "Historical Observations" 2014 7 28 13.434 -88.269 2013-12-29 2014-07-28 211
"231" 284096 "Nishinoshima" 20916 "Confirmed Eruption" "Offshore to the SE (Niijima)" "2" 2013 11 20 "Historical Observations" 2015 11 17 27.247 140.874 2013-11-20 2015-11-17 727
"232" 263250 "Merapi" 20842 "Confirmed Eruption" NA "2" 2013 11 18 "Historical Observations" 2013 11 18 -7.54 110.446 2013-11-18 2013-11-18 0
"233" 300120 "Zhupanovsky" 20907 "Confirmed Eruption" NA "3" 2013 10 23 "Historical Observations" 2013 10 26 53.589 159.15 2013-10-23 2013-10-26 3
"234" 260010 "Barren Island" 20918 "Confirmed Eruption" NA "2" 2013 10 12 "Historical Observations" 2016 5 17 12.278 93.858 2013-10-12 2016-05-17 948
"235" 263090 "Tangkuban Parahu" 20987 "Confirmed Eruption" NA "1" 2013 10 5 "Historical Observations" 2013 10 5 -6.77 107.6 2013-10-05 2013-10-05 0
"236" 221020 "Zubair Group" 21068 "Confirmed Eruption" "Jadid Island" "2" 2013 9 28 "Historical Observations" 2013 11 20 15.05 42.18 2013-09-28 2013-11-20 53
"237" 344040 "Telica" 22195 "Confirmed Eruption" NA "1" 2013 9 25 "Historical Observations" 2013 9 25 12.606 -86.84 2013-09-25 2013-09-25 0
"238" 261080 "Sinabung" 20818 "Confirmed Eruption" NA "4" 2013 9 15 "Historical Observations" 2018 8 30 3.17 98.392 2013-09-15 2018-08-30 1810
"239" 211060 "Etna" 20841 "Confirmed Eruption" "New Southeast Crater (NSEC)" "2" 2013 9 3 "Historical Observations" 2020 4 17 37.748 14.999 2013-09-03 2020-04-17 2418
"240" 354020 "Ubinas" 20832 "Confirmed Eruption" NA "2" 2013 9 1 "Historical Observations" 2016 2 27 -16.355 -70.903 2013-09-01 2016-02-27 909
"241" 264250 "Iliwerung" 20912 "Confirmed Eruption" "Hobal (submarine vent on SE flank)" "0" 2013 8 20 "Historical Observations" 2013 8 20 -8.53 123.57 2013-08-20 2013-08-20 0
"242" 300260 "Klyuchevskoy" 20786 "Confirmed Eruption" NA "1" 2013 8 15 "Historical Observations" 2013 12 20 56.056 160.642 2013-08-15 2013-12-20 127
"243" 290200 "Ketoi" 20780 "Uncertain Eruption" "Pallas Peak" NA 2013 7 25 "Historical Observations" 2013 8 12 47.35 152.475 2013-07-25 2013-08-12 18
"244" 357120 "Villarrica" 20838 "Confirmed Eruption" NA "1" 2013 7 25 "Historical Observations" 2013 7 29 -39.42 -71.93 2013-07-25 2013-07-29 4
"245" 252120 "Ulawun" 20835 "Confirmed Eruption" NA "1" 2013 7 8 "Historical Observations" 2013 12 21 -5.05 151.33 2013-07-08 2013-12-21 166
"246" 284090 "Izu-Torishima" 20828 "Uncertain Eruption" NA "2" 2013 7 6 "Historical Observations" 2013 7 6 30.484 140.303 2013-07-06 2013-07-06 0
"247" 312070 "Veniaminof" 20836 "Confirmed Eruption" "Western intracaldera cone" "3" 2013 6 13 "Historical Observations" 2013 10 12 56.17 -159.38 2013-06-13 2013-10-12 121
"248" 290260 "Chirinkotan" 20757 "Confirmed Eruption" NA "1" 2013 6 11 "Historical Observations" 2014 6 1 48.98 153.48 2013-06-11 2014-06-01 355
"249" 344020 "San Cristobal" 20817 "Confirmed Eruption" NA "1" 2013 6 7 "Historical Observations" 2013 6 7 12.702 -87.004 2013-06-07 2013-06-07 0
"250" 282060 "Kikai" 20781 "Confirmed Eruption" NA "1" 2013 6 4 "Historical Observations" 2013 6 4 30.793 130.305 2013-06-04 2013-06-04 0
"251" 263300 "Semeru" 22220 "Confirmed Eruption" "Jonggring Seloko" "1" 2013 6 4 "Historical Observations" 2013 11 29 -8.108 112.922 2013-06-04 2013-11-29 178
"252" 261170 "Kerinci" 22216 "Confirmed Eruption" NA "2" 2013 6 2 "Historical Observations" 2013 6 2 -1.697 101.264 2013-06-02 2013-06-02 0
"253" 345070 "Turrialba" 20831 "Confirmed Eruption" "West Crater" "2" 2013 5 21 "Historical Observations" 2013 6 4 10.025 -83.767 2013-05-21 2013-06-04 14
"254" 312030 "Pavlof" 20807 "Confirmed Eruption" "Summit" "3" 2013 5 13 "Historical Observations" 2013 6 26 55.417 -161.894 2013-05-13 2013-06-26 44
"255" 344100 "Masaya" 22291 "Uncertain Eruption" NA "0" 2013 5 11 "Historical Observations" 2013 5 26 11.985 -86.165 2013-05-11 2013-05-26 15
"256" 273030 "Mayon" 20798 "Confirmed Eruption" NA "2" 2013 5 7 "Historical Observations" 2013 5 7 13.257 123.685 2013-05-07 2013-05-07 0
"257" 355100 "Lascar" 20789 "Confirmed Eruption" NA "1" 2013 4 2 "Historical Observations" 2013 11 20 -23.37 -67.73 2013-04-02 2013-11-20 232
"258" 342110 "Pacaya" 20802 "Confirmed Eruption" "MacKenney Crater" "2" 2013 3 5 "Historical Observations" 2014 4 10 14.382 -90.601 2013-03-05 2014-04-10 401
"259" 263090 "Tangkuban Parahu" 20822 "Confirmed Eruption" "Ratu Crater" "2" 2013 2 21 "Historical Observations" 2013 3 6 -6.77 107.6 2013-02-21 2013-03-06 13
"260" 260010 "Barren Island" 20754 "Confirmed Eruption" NA "1" 2013 2 16 "Historical Observations" 2013 2 16 12.278 93.858 2013-02-16 2013-02-16 0
"261" 290070 "Etorofu-Yakeyama [Grozny Group]" 20762 "Confirmed Eruption" "Etorofu-Yake-yama / Ivan Grozny" "2" 2013 2 16 "Historical Observations" 2013 4 4 45.012 147.871 2013-02-16 2013-04-04 47
"262" 284305 "Mariana Back-Arc Segment at 15.5°N" 21102 "Confirmed Eruption" "Along a 10 km N-S line at 15.4°N" "0" 2013 2 13 "Historical Observations" 2015 12 1 15.406 144.506 2013-02-13 2015-12-01 1021
"263" 251030 "Karkar" 20779 "Confirmed Eruption" NA "3" 2013 1 29 "Historical Observations" 2013 2 26 -4.649 145.964 2013-01-29 2013-02-26 28
"264" 352090 "Sangay" 22235 "Confirmed Eruption" NA "2" 2013 1 25 "Historical Observations" 2013 5 24 -2.005 -78.341 2013-01-25 2013-05-24 119
"265" 268040 "Gamkonora" 20915 "Uncertain Eruption" NA "1" 2013 1 23 "Historical Observations" 2013 5 27 1.38 127.53 2013-01-23 2013-05-27 124
"266" 252140 "Rabaul" 20811 "Confirmed Eruption" "Tavurvur" "2" 2013 1 19 "Historical Observations" 2014 3 11 -4.271 152.203 2013-01-19 2014-03-11 416
"267" 341040 "Colima" 20759 "Confirmed Eruption" "Summit crater" "2" 2013 1 6 "Historical Observations" 2017 3 7 19.514 -103.62 2013-01-06 2017-03-07 1521
"268" 344020 "San Cristobal" 20816 "Confirmed Eruption" NA "2" 2012 12 26 "Historical Observations" 2012 12 28 12.702 -87.004 2012-12-26 2012-12-28 2
"269" 357090 "Copahue" 20760 "Confirmed Eruption" "Agrio Crater" "2" 2012 12 22 "Historical Observations" 2013 12 10 -37.856 -71.183 2012-12-22 2013-12-10 353
"270" 252010 "Langila" 20788 "Confirmed Eruption" NA "1" 2012 12 1 "Historical Observations" 2012 12 5 -5.525 148.42 2012-12-01 2012-12-05 4
"271" 300240 "Tolbachik" 20825 "Confirmed Eruption" "Tolbachinsky Dol" "4" 2012 11 27 "Historical Observations" 2013 9 5 55.832 160.326 2012-11-27 2013-09-05 282
"272" 241080 "Tongariro" 20827 "Confirmed Eruption" "Upper Te Maari Craters" "2" 2012 11 21 "Historical Observations" 2012 11 21 -39.157 175.632 2012-11-21 2012-11-21 0
"273" 357120 "Villarrica" 20837 "Uncertain Eruption" NA "1" 2012 11 14 "Historical Observations" 2012 11 14 -39.42 -71.93 2012-11-14 2012-11-14 0
"274" 290150 "Chirpoi" 20756 "Confirmed Eruption" "Snow" "0" 2012 11 11 "Historical Observations" 2016 10 18 46.532 150.871 2012-11-11 2016-10-18 1437
"275" 252120 "Ulawun" 20834 "Confirmed Eruption" NA "1" 2012 11 6 "Historical Observations" 2012 12 11 -5.05 151.33 2012-11-06 2012-12-11 35
"276" 284170 "Pagan" 20804 "Confirmed Eruption" "North Pagan" "2" 2012 10 30 "Historical Observations" 2012 12 11 18.13 145.8 2012-10-30 2012-12-11 42
"277" 345020 "Rincon de la Vieja" 22161 "Confirmed Eruption" "Crater lake" "1" 2012 10 17 "Historical Observations" 2012 10 17 10.83 -85.324 2012-10-17 2012-10-17 0
"278" 264150 "Paluweh" 20806 "Confirmed Eruption" "Rokatenda" "2" 2012 10 8 "Historical Observations" 2013 10 31 -8.32 121.708 2012-10-08 2013-10-31 388
"279" 290390 "Alaid" 20750 "Confirmed Eruption" "Summit crater" "2" 2012 10 5 "Historical Observations" 2012 12 12 50.861 155.565 2012-10-05 2012-12-12 68
"280" 261140 "Marapi" 20797 "Confirmed Eruption" NA "1" 2012 9 26 "Historical Observations" 2012 9 26 -0.38 100.474 2012-09-26 2012-09-26 0
"281" 268060 "Gamalama" 20766 "Confirmed Eruption" "Summit crater" "1" 2012 9 15 "Historical Observations" 2012 9 17 0.8 127.33 2012-09-15 2012-09-17 2
"282" 266100 "Lokon-Empung" 20794 "Confirmed Eruption" "Tompaluan" "2" 2012 9 15 "Historical Observations" 2013 9 9 1.358 124.792 2012-09-15 2013-09-09 359
"283" 344020 "San Cristobal" 20815 "Confirmed Eruption" NA "2" 2012 9 8 "Historical Observations" 2012 9 15 12.702 -87.004 2012-09-08 2012-09-15 7
"284" 234010 "Heard" 20768 "Confirmed Eruption" "Mawson Peak" "0" 2012 9 5 "Historical Observations" 2020 4 10 -53.106 73.513 2012-09-05 2020-04-10 2774
"285" 300260 "Klyuchevskoy" 20785 "Confirmed Eruption" NA "1" 2012 9 1 "Historical Observations" 2013 1 28 56.056 160.642 2012-09-01 2013-01-28 149
"286" 266030 "Soputan" 20821 "Confirmed Eruption" NA "3" 2012 8 26 "Historical Observations" 2012 9 19 1.112 124.737 2012-08-26 2012-09-19 24
"287" 290070 "Etorofu-Yakeyama [Grozny Group]" 20761 "Confirmed Eruption" "Etorofu-Yake-yama / Ivan Grozny" "2" 2012 8 16 "Historical Observations" 2012 8 25 45.012 147.871 2012-08-16 2012-08-25 9
"288" 241040 "Whakaari/White Island" 20839 "Confirmed Eruption" "1978/90 Crater Complex" "2" 2012 8 7 "Historical Observations" 2013 10 11 -37.52 177.18 2012-08-07 2013-10-11 430
"289" 241080 "Tongariro" 20826 "Confirmed Eruption" "Upper Te Maari Craters" "2" 2012 8 6 "Historical Observations" 2012 8 7 -39.157 175.632 2012-08-06 2012-08-07 1
"290" 242050 "Monowai" 20799 "Confirmed Eruption" NA "0" 2012 8 3 "Hydrophonic" 2012 8 4 -25.887 -177.188 2012-08-03 2012-08-04 1
"291" 242005 "Havre Seamount" 20748 "Confirmed Eruption" NA "1" 2012 7 17 "Historical Observations" 2012 7 19 -31.08 -179.033 2012-07-17 2012-07-19 2
"292" 267020 "Karangetang" 20776 "Confirmed Eruption" NA "2" 2012 5 14 "Historical Observations" 2013 9 5 2.781 125.407 2012-05-14 2013-09-05 479
"293" 351080 "Galeras" 20764 "Confirmed Eruption" "Summit crater" "2" 2012 5 13 "Historical Observations" 2014 1 30 1.22 -77.37 2012-05-13 2014-01-30 627
"294" 264270 "Sirung" 20819 "Confirmed Eruption" NA "2" 2012 5 8 "Historical Observations" 2012 5 12 -8.508 124.13 2012-05-08 2012-05-12 4
"295" 252120 "Ulawun" 20833 "Confirmed Eruption" NA "1" 2012 5 7 "Historical Observations" 2012 5 31 -5.05 151.33 2012-05-07 2012-05-31 24
"296" 252080 "Witori" 20805 "Confirmed Eruption" "Pago" "2" 2012 5 3 "Historical Observations" 2012 7 11 -5.576 150.516 2012-05-03 2012-07-11 69
"297" 344100 "Masaya" 22143 "Confirmed Eruption" "Santiago Crater" "1" 2012 4 30 "Historical Observations" 2012 6 8 11.985 -86.165 2012-04-30 2012-06-08 39
"298" 261140 "Marapi" 20796 "Confirmed Eruption" NA "1" 2012 3 1 "Historical Observations" 2012 5 18 -0.38 100.474 2012-03-01 2012-05-18 78
"299" 351020 "Ruiz, Nevado del" 20814 "Confirmed Eruption" "Arenas Crater" "3" 2012 2 22 "Historical Observations" 2013 7 12 4.892 -75.324 2012-02-22 2013-07-12 506
"300" 345020 "Rincon de la Vieja" 20813 "Confirmed Eruption" "Crater lake" "1" 2012 2 19 "Historical Observations" 2012 4 14 10.83 -85.324 2012-02-19 2012-04-14 55
