"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"264" 255011 "Billy Mitchell" "Melanesia and Australia" "Bougainville and Solomon Islands" "Papua New Guinea" -6.092 155.225 "Subduction zone / Crustal thickness unknown" "Pyroclicield" 1544 1580 440 "Eruption Dated" 113 449 9620 119191 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"265" 252140 "Rabaul" "Melanesia and Australia" "New Britain" "Papua New Guinea" -4.271 152.203 "Subduction zone / Continental crust (>25 km)" "Pyroclicield" 688 2014 6 "Eruption Observed" 3311 43531 199361 252121 "Dacite" "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " "Rhyolite" " " " " " " " "
"266" 257040 "Ambrym" "Melanesia and Australia" "Vanuatu" "Vanuatu" -16.25 168.12 "Subduction zone / Intermediate crust (15-25 km)" "Pyroclicield" 1334 2018 2 "Eruption Observed" 9 186 10826 63999 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"267" 225021 "Koussi, Emi" "Africa and Red Sea" "Africa (northern)" "Chad" 19.8 18.53 "Intraplate / Continental crust (>25 km)" "Pyroclicield" 3415 NA NA "Evidence Credible" 0 8 26 1616 "Trachyte / Trachydacite" "Rhyolite" "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " "
"268" 355094 "Purico Complex" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -23 -67.75 "Subduction zone / Continental crust (>25 km)" "Pyroclicield" 5703 NA NA "Evidence Credible" 0 11 1024 10741 "Dacite" "Andesite / Basaltic Andesite" "Rhyolite" " " " " " " " " " " " " " "
"269" 324010 "Black Butte Crater Lava Field" "Canada and Western USA" "USA (Idaho)" "United States" 43.183 -114.352 "Rift zone / Continental crust (>25 km)" "Shield" 1478 -8400 10420 "Eruption Dated" 119 158 4440 171376 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"270" 390022 "Berlin" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -76.05 -136 "Intraplate / Continental crust (>25 km)" "Shield" 3478 -8350 10370 "Eruption Dated" 0 0 0 0 "Trachyte / Trachydacite" "Phonolite" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " "
"271" 300590 "Elovsky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 57.55 160.53 "Subduction zone / Continental crust (>25 km)" "Shield" 1381 -7550 9570 "Eruption Dated" 0 0 44 2704 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"272" 222053 "Paka" "Africa and Red Sea" "Africa (eastern)" "Kenya" 0.92 36.18 "Rift zone / Continental crust (>25 km)" "Shield" 1697 -7550 9570 "Eruption Dated" 468 4354 62835 1256175 "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"273" 283001 "Abu" "Japan, Taiwan, Marianas" "Honshu" "Japan" 34.5 131.6 "Subduction zone / Continental crust (>25 km)" "Shield" 641 -6850 8870 "Eruption Dated" 3597 9594 117805 4071152 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"274" 222040 "Namarunu" "Africa and Red Sea" "Africa (eastern)" "Kenya" 1.98 36.43 "Rift zone / Continental crust (>25 km)" "Shield" 817 -6550 8570 "Eruption Dated" 47 537 7073 186674 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Rhyolite" " " " " " " " " " " " " " "
"275" 321070 "Indian Heaven" "Canada and Western USA" "USA (Washington)" "United States" 45.93 -121.82 "Subduction zone / Continental crust (>25 km)" "Shield" 1806 -6250 8270 "Eruption Dated" 687 687 6911 2019828 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"276" 390027 "Takahe" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -76.28 -112.08 "Intraplate / Continental crust (>25 km)" "Shield" 3460 -5550 7570 "Eruption Dated" 0 0 0 0 "Trachyte / Trachydacite" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " " " "
"277" 300360 "Bolshoi-Kekuknaysky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 56.483 157.917 "Subduction zone / Continental crust (>25 km)" "Shield" 1401 -5310 7330 "Eruption Dated" 0 0 158 2779 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"278" 241021 "Mayor Island" "New Zealand to Fiji" "New Zealand" "New Zealand" -37.28 176.25 "Subduction zone / Continental crust (>25 km)" "Shield" 355 -5060 7080 "Eruption Dated" 105 105 141 355290 "Rhyolite" " " " " " " " " " " " " " " " " " "
"279" 222052 "Silali" "Africa and Red Sea" "Africa (eastern)" "Kenya" 1.15 36.23 "Rift zone / Continental crust (>25 km)" "Shield" 1528 -5050 7070 "Eruption Dated" 157 784 18705 917921 "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " "Trachybasalt / Tephrite Basanite" " " " " " " " "
"280" 357066 "Payun Matru" "South America" "Central Chile and Argentina" "Argentina" -36.422 -69.241 "Subduction zone / Continental crust (>25 km)" "Shield" 3715 -5050 7070 "Eruption Dated" 0 0 151 13636 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" "Andesite / Basaltic Andesite" " " " " " " " " " "
"281" 382120 "Madeira" "Atlantic Ocean" "Azores" "Portugal" 32.73 -16.97 "Intraplate / Oceanic crust (< 15 km)" "Shield" 1862 -4500 6520 "Eruption Dated" 209816 209816 215730 220977 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " "Trachyte / Trachydacite" "Andesite / Basaltic Andesite" " " " " " "
"282" 300650 "Nylgimelkin" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 57.97 160.65 "Subduction zone / Continental crust (>25 km)" "Shield" 1764 -3550 5570 "Eruption Dated" 0 0 26 1792 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"283" 283151 "Numazawa" "Japan, Taiwan, Marianas" "Honshu" "Japan" 37.444 139.566 "Subduction zone / Continental crust (>25 km)" "Shield" 835 -3400 5420 "Eruption Dated" 990 4082 110303 4383246 "Dacite" "Rhyolite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " "
"284" 324040 "Hell's Half Acre" "Canada and Western USA" "USA (Idaho)" "United States" 43.5 -112.45 "Rift zone / Continental crust (>25 km)" "Shield" 1631 -3250 5270 "Eruption Dated" 0 305 12646 295506 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"285" 259010 "Newer Volcanics Province" "Melanesia and Australia" "Australia" "Australia" -37.77 142.5 "Intraplate / Continental crust (>25 km)" "Shield" 1011 -2900 4920 "Eruption Dated" 610361 610361 610361 610361 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " "Trachyte / Trachydacite" "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" " " " "
"286" 332030 "Mauna Kea" "Hawaii and Pacific Ocean" "Hawaiian Islands" "United States" 19.82 -155.47 "Intraplate / Oceanic crust (< 15 km)" "Shield" 4205 -2460 4480 "Eruption Dated" 126 126 9950 166888 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " "
"287" 300700 "Severny" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 58.28 160.87 "Subduction zone / Continental crust (>25 km)" "Shield" 1936 -1550 3570 "Eruption Dated" 0 0 4 3152 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"288" 314010 "St. Paul Island" "Alaska" "Alaska (western)" "United States" 57.18 -170.3 "Intraplate / Continental crust (>25 km)" "Shield" 203 -1280 3300 "Eruption Dated" 582 582 582 783 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " "Rhyolite" " " " " " " " "
"289" 373090 "Theistareykir" "Iceland and Arctic Ocean" "Iceland (northeastern)" "Iceland" 65.833 -17.166 "Rift zone / Oceanic crust (< 15 km)" "Shield" 540 -900 2920 "Eruption Dated" 0 36 3711 25779 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"290" 351021 "Santa Isabel" "South America" "Colombia" "Colombia" 4.818 -75.365 "Subduction zone / Continental crust (>25 km)" "Shield" 4944 -850 2870 "Eruption Dated" 4793 12226 302952 4137147 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"291" 300560 "Titila" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 57.406 160.108 "Subduction zone / Continental crust (>25 km)" "Shield" 1523 -550 2570 "Eruption Dated" 0 0 72 2877 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"292" 282091 "Fukue" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 32.657 128.849 "Subduction zone / Continental crust (>25 km)" "Shield" 315 -400 2420 "Eruption Dated" 18334 40407 61450 704523 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"293" 324030 "Wapi Lava Field" "Canada and Western USA" "USA (Idaho)" "United States" 42.88 -113.22 "Rift zone / Continental crust (>25 km)" "Shield" 1604 -300 2320 "Eruption Dated" 6 6 1394 172539 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"294" 386020 "Bouvet" "Atlantic Ocean" "Atlantic Ocean (southern)" "Norway" -54.408 3.351 "Rift zone / Oceanic crust (< 15 km)" "Shield" 741 -50 2070 "Eruption Dated" 0 0 0 0 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Rhyolite" "Trachyandesite / Basaltic Trachyandesite" " " "Trachybasalt / Tephrite Basanite" " " " " " " " "
"295" 314060 "Imuruk Lake" "Alaska" "Alaska (western)" "United States" 65.517 -163.45 "Intraplate / Continental crust (>25 km)" "Shield" 610 300 1720 "Eruption Dated" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"296" 322060 "Belknap" "Canada and Western USA" "USA (Oregon)" "United States" 44.285 -121.841 "Subduction zone / Continental crust (>25 km)" "Shield" 2095 480 1540 "Eruption Dated" 0 0 6518 362091 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"297" 322110 "Newberry" "Canada and Western USA" "USA (Oregon)" "United States" 43.722 -121.229 "Subduction zone / Continental crust (>25 km)" "Shield" 2434 690 1330 "Eruption Dated" 0 0 16437 180091 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " "
"298" 306040 "Halla" "Kamchatka and Mainland Asia" "Korea" "South Korea" 33.361 126.53 "Intraplate / Continental crust (>25 km)" "Shield" 1919 1007 1013 "Eruption Observed" 134 2653 482766 543082 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " "Trachyte / Trachydacite" " " " " " " " "
"299" 323020 "Medicine Lake" "Canada and Western USA" "USA (California)" "United States" 41.611 -121.554 "Subduction zone / Continental crust (>25 km)" "Shield" 2412 1060 960 "Eruption Dated" 0 0 254 120685 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Rhyolite" " " " " "Dacite" " " " " " " " "
"300" 353011 "Ecuador" "South America" "Galapagos Islands" "Ecuador" -0.02 -91.546 "Rift zone / Oceanic crust (< 15 km)" "Shield" 790 1150 870 "Eruption Dated" 135 135 193 894 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"301" 341096 "Cofre de Perote" "México and Central America" "Mexico" "Mexico" 19.492 -97.15 "Subduction zone / Continental crust (>25 km)" "Shield" 4282 1150 870 "Eruption Dated" 658 18638 885440 4907992 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " "
"302" 245010 "Taveuni" "New Zealand to Fiji" "Fiji Islands" "Fiji" -16.82 -179.97 "Subduction zone / Crustal thickness unknown" "Shield" 1241 1550 470 "Eruption Dated" 692 3220 19186 146131 "Basalt / Picro-Basalt" " " " " " " " " "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " "
"303" 221141 "Dama Ali" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 11.28 41.63 "Rift zone / Intermediate crust (15-25 km)" "Shield" 1068 1631 389 "Eruption Observed" 24 1944 40013 353949 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Rhyolite" " " " " " " " " " " " " " "
"304" 332060 "Haleakala" "Hawaii and Pacific Ocean" "Hawaiian Islands" "United States" 20.708 -156.25 "Intraplate / Oceanic crust (< 15 km)" "Shield" 3055 1750 270 "Eruption Dated" 26074 26074 65398 157582 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " " " "
"305" 341110 "San Martin" "México and Central America" "Mexico" "Mexico" 18.57 -95.2 "Subduction zone / Continental crust (>25 km)" "Shield" 1650 1796 224 "Eruption Observed" 280 3581 259640 1645811 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"306" 332040 "Hualalai" "Hawaii and Pacific Ocean" "Hawaiian Islands" "United States" 19.692 -155.87 "Intraplate / Oceanic crust (< 15 km)" "Shield" 2523 1801 219 "Eruption Observed" 35906 35906 46959 166240 "Basalt / Picro-Basalt" " " " " " " " " "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" " " " " " "
"307" 353030 "Darwin" "South America" "Galapagos Islands" "Ecuador" -0.18 -91.28 "Rift zone / Oceanic crust (< 15 km)" "Shield" 1330 1813 207 "Eruption Dated" 190 190 343 2366 "Basalt / Picro-Basalt" " " " " " " " " "Andesite / Basaltic Andesite" " " " " " " " "
"308" 213030 "Tenduruk Dagi" "Mediterranean and Western Asia" "Turkey" "Turkey" 39.356 43.874 "Intraplate / Continental crust (>25 km)" "Shield" 3514 1855 165 "Eruption Observed" 550 5060 173581 1938900 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" "Phonolite" "Phono-tephrite /  Tephri-phonolite" " " " " " " " " " "
"309" 244010 "Ofu-Olosega" "New Zealand to Fiji" "Samoan and Wallis Islands" "United States" -14.175 -169.618 "Subduction zone / Oceanic crust (< 15 km)" "Shield" 639 1866 154 "Eruption Observed" 220 384 1387 1387 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " " " "
"310" 211071 "Pantelleria" "Mediterranean and Western Asia" "Italy" "Italy" 36.77 12.02 "Rift zone / Continental crust (>25 km)" "Shield" 836 1891 129 "Eruption Observed" 6561 10985 12403 142817 "Rhyolite" "Trachyte / Trachydacite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"311" 353090 "Santiago" "South America" "Galapagos Islands" "Ecuador" -0.22 -90.77 "Rift zone / Oceanic crust (< 15 km)" "Shield" 920 1906 114 "Eruption Observed" 74 74 104 12001 "Basalt / Picro-Basalt" " " " " " " " " "Andesite / Basaltic Andesite" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" " "
"312" 222051 "Emuruangogolak" "Africa and Red Sea" "Africa (eastern)" "Kenya" 1.5 36.33 "Rift zone / Continental crust (>25 km)" "Shield" 1285 1910 110 "Eruption Dated" 80 252 4448 445177 "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"313" 244040 "Savai'i" "New Zealand to Fiji" "Samoan and Wallis Islands" "Samoa" -13.612 -172.525 "Subduction zone / Oceanic crust (< 15 km)" "Shield" 1858 1911 109 "Eruption Observed" 0 59 34215 188465 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"314" 315020 "Wrangell" "Alaska" "Alaska (eastern)" "United States" 62.006 -144.017 "Intraplate / Continental crust (>25 km)" "Shield" 4278 1912 108 "Eruption Observed" 0 0 0 1844 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"315" 221112 "Alayta" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 12.888 40.573 "Rift zone / Intermediate crust (15-25 km)" "Shield" 1496 1915 105 "Eruption Observed" 156 925 13459 330411 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " " " "
"316" 222030 "Barrier, The" "Africa and Red Sea" "Africa (eastern)" "Kenya" 2.32 36.57 "Rift zone / Continental crust (>25 km)" "Shield" 1032 1921 99 "Eruption Observed" 17 112 4180 109675 "Trachyte / Trachydacite" "Phonolite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" " " " " " " " " " "
"317" 311210 "Yunaska" "Alaska" "Aleutian Islands" "United States" 52.643 -170.629 "Subduction zone / Intermediate crust (15-25 km)" "Shield" 550 1937 83 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"318" 212040 "Santorini" "Mediterranean and Western Asia" "Greece" "Greece" 36.404 25.396 "Subduction zone / Continental crust (>25 km)" "Shield" 367 1950 70 "Eruption Observed" 5176 12266 12336 67468 "Dacite" "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Trachyte / Trachydacite" " " "Rhyolite" " " " " " " " "
"319" 283140 "Nikko-Shiranesan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 36.799 139.376 "Subduction zone / Continental crust (>25 km)" "Shield" 2578 1952 68 "Eruption Observed" 513 2502 79844 9303980 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"320" 386010 "Tristan da Cunha" "Atlantic Ocean" "Atlantic Ocean (southern)" "United Kingdom" -37.092 -12.28 "Rift zone / Oceanic crust (< 15 km)" "Shield" 2060 1962 58 "Eruption Observed" 12 12 12 32 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" " " "Phonolite" " " " " " " " "
"321" 332020 "Mauna Loa" "Hawaii and Pacific Ocean" "Hawaiian Islands" "United States" 19.475 -155.608 "Intraplate / Oceanic crust (< 15 km)" "Shield" 4170 1984 36 "Eruption Observed" 45 45 1906 175315 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"322" 243110 "Niuafo'ou" "New Zealand to Fiji" "Tonga Islands" "Tonga" -15.6 -175.63 "Subduction zone / Oceanic crust (< 15 km)" "Shield" 260 1985 35 "Eruption Observed" 118 155 155 155 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"323" 353040 "Alcedo" "South America" "Galapagos Islands" "Ecuador" -0.43 -91.12 "Rift zone / Oceanic crust (< 15 km)" "Shield" 1130 1993 27 "Eruption Observed" 290 290 388 10756 "Basalt / Picro-Basalt" " " " " " " " " "Rhyolite" "Dacite" "Andesite / Basaltic Andesite" " " " "
"324" 341021 "Socorro" "México and Central America" "Mexico" "Mexico" 18.78 -110.95 "Rift zone / Oceanic crust (< 15 km)" "Shield" 1050 1994 26 "Eruption Observed" 0 0 0 0 "Trachyte / Trachydacite" "Rhyolite" "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"325" 234070 "Marion Island" "Middle East and Indian Ocean" "Indian Ocean (southern)" "South Africa" -46.9 37.75 "Rift zone / Oceanic crust (< 15 km)" "Shield" 1230 2004 16 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " " " " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
