"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"715" 300250 "Bezymianny" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 55.972 160.595 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2882 2020 0 "Eruption Observed" 0 0 47 11728 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"716" 263250 "Merapi" "Indonesia" "Java" "Indonesia" -7.54 110.446 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2910 2020 0 "Eruption Observed" 49205 185849 4348473 24728414 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " " " " "
"717" 222120 "Lengai, Ol Doinyo" "Africa and Red Sea" "Africa (eastern)" "Tanzania" -2.764 35.914 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 2962 2020 0 "Eruption Observed" 186 1855 18074 545305 "Foidite" "Phonolite" " " " " " " " " " " " " " " " "
"718" 357070 "Chillan, Nevados de" "South America" "Central Chile and Argentina" "Chile" -36.868 -71.378 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3180 2020 0 "Eruption Observed" 68 371 3733 512325 "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " " " " " " " " " " "
"719" 300270 "Sheveluch" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 56.653 161.36 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3283 2020 0 "Eruption Observed" 0 0 1718 11613 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"720" 211060 "Etna" "Mediterranean and Western Asia" "Italy" "Italy" 37.748 14.999 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3295 2020 0 "Eruption Observed" 78 3291 1016540 3052770 "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " "Trachyte / Trachydacite" "Phono-tephrite /  Tephri-phonolite" " " " " " "
"721" 223030 "Nyiragongo" "Africa and Red Sea" "Africa (central)" "DR Congo" -1.52 29.25 "Rift zone / Continental crust (>25 km)" "Stratovolcano" 3470 2020 0 "Eruption Observed" 2416 31145 1006436 9087529 "Foidite" " " " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"722" 352010 "Reventador" "South America" "Ecuador" "Ecuador" -0.077 -77.656 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3562 2020 0 "Eruption Observed" 484 963 4403 2619647 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"723" 263300 "Semeru" "Indonesia" "Java" "Indonesia" -8.108 112.922 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3657 2020 0 "Eruption Observed" 2686 8375 1022197 20098931 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"724" 342030 "Santa Maria" "México and Central America" "Guatemala" "Guatemala" 14.757 -91.552 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3745 2020 0 "Eruption Observed" 8675 119462 1259600 6197420 "Dacite" "Andesite / Basaltic Andesite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"725" 342090 "Fuego" "México and Central America" "Guatemala" "Guatemala" 14.473 -90.88 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3763 2020 0 "Eruption Observed" 1373 54332 1016339 7677809 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"726" 390020 "Erebus" "Antarctica" "Antarctica and South Sandwich Islands" "Antarctica" -77.53 167.17 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 3794 2020 0 "Eruption Observed" 0 0 0 0 "Phonolite" "Phono-tephrite /  Tephri-phonolite" "Trachybasalt / Tephrite Basanite" " " " " "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" " " " " " "
"727" 261170 "Kerinci" "Indonesia" "Sumatra" "Indonesia" -1.697 101.264 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3800 2020 0 "Eruption Observed" 304 33878 264107 1437454 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"728" 300260 "Klyuchevskoy" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 56.056 160.642 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4754 2020 0 "Eruption Observed" 0 0 292 12406 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"729" 351020 "Ruiz, Nevado del" "South America" "Colombia" "Colombia" 4.892 -75.324 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5279 2020 0 "Eruption Observed" 3849 20146 507608 4252435 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"730" 352090 "Sangay" "South America" "Ecuador" "Ecuador" -2.005 -78.341 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5286 2020 0 "Eruption Observed" 231 1675 15130 1355275 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"731" 341090 "Popocatepetl" "México and Central America" "Mexico" "Mexico" 19.023 -98.622 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5393 2020 0 "Eruption Observed" 325 2584 634054 26509510 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"732" 354006 "Sabancaya" "South America" "Peru" "Peru" -15.787 -71.857 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5960 2020 0 "Eruption Observed" 51 526 12678 1052517 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"733" 250020 "Baluan" "Melanesia and Australia" "Admiralty Islands" "Papua New Guinea" -2.57 147.28 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 254 NA NA "Evidence Uncertain" 242 248 982 46898 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"734" 221050 "Gada Ale" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 13.975 40.408 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 287 NA NA "Evidence Credible" 101 605 4827 618972 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" " " " " " " " " " " " " " "
"735" 252030 "Garove" "Melanesia and Australia" "New Britain" "Papua New Guinea" -4.687 149.511 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 368 NA NA "Evidence Credible" 4259 5887 6388 18704 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " "Rhyolite" " " " " " " " "
"736" 211041 "Panarea" "Mediterranean and Western Asia" "Italy" "Italy" 38.638 15.064 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 399 NA NA "Evidence Uncertain" 2127 2127 42429 1319585 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Rhyolite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " "
"737" 257001 "Motlav" "Melanesia and Australia" "Vanuatu" "Vanuatu" -13.67 167.67 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 411 NA NA "Evidence Credible" 251 292 3768 7490 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"738" 371051 "Hromundartindur" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.083 -21.333 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 550 NA NA "Evidence Uncertain" 5738 5738 26028 201964 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"739" 282022 "Akusekijima" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 29.465 129.594 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 555 NA NA "Evidence Uncertain" 52 52 199 749 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"740" 257081 "North Vate" "Melanesia and Australia" "Vanuatu" "Vanuatu" -17.47 168.353 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 594 NA NA "Evidence Credible" 3327 6497 26614 61663 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Trachyte / Trachydacite" " " " " " " " " " " " " " "
"741" 252090 "Sulu Range" "Melanesia and Australia" "New Britain" "Papua New Guinea" -5.5 150.942 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 610 NA NA "Unrest / Holocene" 298 1543 15051 135039 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " " " " " " " " " " "
"742" 343140 "Zacate Grande, Isla" "México and Central America" "El Salvador and Honduras" "Honduras" 13.33 -87.63 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 640 NA NA "Evidence Credible" 7059 11942 195736 3647832 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"743" 311010 "Buldir" "Alaska" "Aleutian Islands" "United States" 52.35 175.911 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 656 NA NA "Evidence Uncertain" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"744" 290191 "Uratman" "Kuril Islands" "Kuril Islands" "Russia" 47.12 152.25 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 678 NA NA "Evidence Credible" 3 9 20 33 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"745" 382002 "Corvo" "Atlantic Ocean" "Azores" "Portugal" 39.699 -31.111 "Intraplate / Oceanic crust (< 15 km)" "Stratovolcano" 718 NA NA "Evidence Credible" 516 516 1517 5340 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"746" 234050 "Cochons, Ile aux" "Middle East and Indian Ocean" "Indian Ocean (southern)" "France" -46.1 50.23 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 775 NA NA "Evidence Credible" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"747" 343130 "Tigre, Isla el" "México and Central America" "El Salvador and Honduras" "Honduras" 13.272 -87.641 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 783 NA NA "Evidence Credible" 5000 9983 156692 2725661 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"748" 221107 "Borawli" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 13.304 40.987 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 784 NA NA "Evidence Credible" 38 100 3699 111101 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Rhyolite" " " " " " " " " " " " " " "
"749" 252071 "Lolo" "Melanesia and Australia" "New Britain" "Papua New Guinea" -5.466 150.509 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 796 NA NA "Evidence Uncertain" 5176 13925 35526 144334 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"750" 344060 "Rota" "México and Central America" "Nicaragua" "Nicaragua" 12.55 -86.75 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 832 NA NA "Evidence Credible" 4930 16664 319797 3503709 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"751" 390110 "Hodson" "Antarctica" "Antarctica and South Sandwich Islands" "United Kingdom" -56.712 -27.176 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 835 NA NA "Evidence Credible" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"752" 360170 "St. Catherine" "West Indies" "West Indies" "Grenada" 12.15 -61.67 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 840 NA NA "Evidence Credible" 8561 41976 84210 93321 "Andesite / Basaltic Andesite" "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " "
"753" 257110 "Aneityum" "Melanesia and Australia" "Vanuatu" "Vanuatu" -20.2 169.78 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 852 NA NA "Evidence Uncertain" 176 692 703 22731 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"754" 272070 "Mahagnao" "Philippines and SE Asia" "Central Philippines" "Philippines" 10.882 124.888 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 860 NA NA "Unrest / Holocene" 11 4338 66949 827590 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"755" 271010 "Balut" "Philippines and SE Asia" "Mindanao" "Philippines" 5.4 125.375 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 862 NA NA "Unrest / Holocene" 1472 1901 10763 1286239 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"756" 234001 "Amsterdam Island" "Middle East and Indian Ocean" "Indian Ocean (southern)" "France" -37.83 77.52 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 881 NA NA "Evidence Credible" 0 0 0 0 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"757" 264170 "Ilimuda" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.479 122.761 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 881 NA NA "Unrest / Holocene" 32343 72197 263803 903546 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"758" 300041 "Kell" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 51.65 157.35 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 900 NA NA "Evidence Credible" 0 12 166 3586 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"759" 221040 "Alid" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Eritrea" 14.88 39.92 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 904 NA NA "Evidence Credible" 517 2447 25942 1216179 "Rhyolite" "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" " " " " " " " " " "
"760" 268073 "Bibinoi" "Indonesia" "Halmahera" "Indonesia" -0.761 127.725 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 932 NA NA "Evidence Credible" 53 4276 15604 83771 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"761" 234040 "Possession, Ile de la" "Middle East and Indian Ocean" "Indian Ocean (southern)" "France" -46.42 51.75 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 934 NA NA "Evidence Credible" 0 0 0 0 "Basalt / Picro-Basalt" "Phonolite" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " "
"762" 360040 "Nevis Peak" "West Indies" "West Indies" "Saint Kitts and Nevis" 17.15 -62.58 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 985 NA NA "Evidence Uncertain" 5363 9541 35673 132863 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"763" 221090 "Ale Bagu" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 13.512 40.631 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 988 NA NA "Evidence Credible" 2 919 8424 278270 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Rhyolite" " " " " " " " " " " " " " "
"764" 268051 "Jailolo" "Indonesia" "Halmahera" "Indonesia" 1.08 127.439 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 993 NA NA "Evidence Credible" 7459 21868 79855 633186 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"765" 264240 "Ililabalekan" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.55 123.38 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 1018 NA NA "Unrest / Holocene" 7747 14260 123287 756090 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"766" 273084 "Arayat" "Philippines and SE Asia" "Luzon" "Philippines" 15.2 120.742 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1026 NA NA "Evidence Uncertain" 7846 190674 2805269 27216491 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " " " " "Trachybasalt / Tephrite Basanite" "Andesite / Basaltic Andesite" " " " " " "
"767" 268072 "Amasing" "Indonesia" "Halmahera" "Indonesia" -0.53 127.48 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1030 NA NA "Evidence Credible" 59 803 26015 92417 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"768" 343072 "Taburete" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.435 -88.532 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1172 NA NA "Evidence Uncertain" 11815 71829 581517 5543122 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"769" 346030 "Valle, El" "México and Central America" "Panama" "Panama" 8.58 -80.17 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1185 NA NA "Evidence Uncertain" 1544 7458 131928 2108003 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"770" 290040 "Berutarubesan [Berutarube]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 44.462 146.932 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1221 NA NA "Evidence Credible" 0 113 240 9155 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"771" 300059 "Visokiy" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 52.43 157.93 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1234 NA NA "Evidence Credible" 0 0 30 232358 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"772" 221110 "Afdera" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 13.088 40.853 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 1250 NA NA "Evidence Uncertain" 51 6042 8611 161009 "Rhyolite" " " " " " " " " "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Andesite / Basaltic Andesite" " " " "
"773" 273082 "Natib" "Philippines and SE Asia" "Luzon" "Philippines" 14.72 120.4 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1253 NA NA "Evidence Uncertain" 450 4977 1050509 25524080 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"774" 343090 "Chinameca" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.478 -88.33 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1300 NA NA "Evidence Credible" 14998 89206 824983 4897760 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"775" 344110 "Mombacho" "México and Central America" "Nicaragua" "Nicaragua" 11.826 -85.968 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1344 NA NA "Unrest / Holocene" 656 56671 621451 2709304 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"776" 360090 "Diablotins, Morne" "West Indies" "West Indies" "Dominica" 15.503 -61.397 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1430 NA NA "Evidence Uncertain" 423 9775 69935 513702 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"777" 343052 "Guazapa" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.9 -89.12 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1438 NA NA "Evidence Uncertain" 6492 94131 2488228 6800406 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"778" 343081 "Usulutan" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.419 -88.471 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1449 NA NA "Evidence Credible" 22940 154864 610124 5434637 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"779" 221150 "Gabillema" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 11.08 41.27 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 1459 NA NA "Evidence Credible" 248 772 12626 373968 "Rhyolite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " "
"780" 372040 "Tindfjallajokull" "Iceland and Arctic Ocean" "Iceland (southern)" "Iceland" 63.783 -19.716 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1464 NA NA "Evidence Uncertain" 0 0 833 19159 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Rhyolite" "Andesite / Basaltic Andesite" " " " " " " " " " " " "
"781" 290021 "Ruruidake [Smirnov]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 44.454 146.139 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1486 NA NA "Evidence Credible" 0 108 903 16132 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"782" 272040 "Silay" "Philippines and SE Asia" "Central Philippines" "Philippines" 10.77 123.23 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1510 NA NA "Unrest / Holocene" 310 11499 1167963 9522729 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"783" 373040 "Tungnafellsjokull" "Iceland and Arctic Ocean" "Iceland (northeastern)" "Iceland" 64.75 -17.916 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1523 NA NA "Evidence Credible" 0 0 0 927 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"784" 343080 "Tecapa" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.494 -88.502 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1593 NA NA "Evidence Credible" 37337 80502 590144 5599535 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"785" 374020 "Esjufjoll" "Iceland and Arctic Ocean" "Iceland (southeastern)" "Iceland" 64.25 -16.583 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1620 NA NA "Unrest / Holocene" 0 0 0 2564 "Basalt / Picro-Basalt" " " " " " " " " "Rhyolite" " " " " " " " "
"786" 263291 "Penanggungan" "Indonesia" "Java" "Indonesia" -7.616 112.62 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1631 NA NA "Evidence Credible" 19435 416275 4605710 25773159 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"787" 290060 "Nishihitokappuyama [Bogatyr Ridge]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 44.833 147.342 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1634 NA NA "Evidence Credible" 5 130 1268 5735 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"788" 343082 "Tigre, El" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.47 -88.43 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1640 NA NA "Evidence Credible" 24354 112718 786750 5456104 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"789" 342190 "Ipala" "México and Central America" "Guatemala" "Guatemala" 14.55 -89.63 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1650 NA NA "Evidence Credible" 3381 25003 332154 6136659 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"790" 345010 "Orosi" "México and Central America" "Costa Rica" "Costa Rica" 10.98 -85.473 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1659 NA NA "Evidence Uncertain" 43 1024 31463 588207 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"791" 342130 "Moyuta" "México and Central America" "Guatemala" "Guatemala" 14.03 -90.1 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1662 NA NA "Evidence Credible" 3457 15469 394687 7064437 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"792" 342141 "Tahual" "México and Central America" "Guatemala" "Guatemala" 14.43 -89.9 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1716 NA NA "Evidence Credible" 10052 49010 449894 7570087 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"793" 312010 "Frosty" "Alaska" "Alaska Peninsula" "United States" 55.067 -162.835 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1728 NA NA "Evidence Credible" 0 0 67 1153 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"794" 268061 "Tidore" "Indonesia" "Halmahera" "Indonesia" 0.658 127.4 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1730 NA NA "Evidence Credible" 37379 74120 320483 530066 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"795" 221170 "Adwa" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 10.07 40.84 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 1733 NA NA "Evidence Credible" 101 485 18645 1242922 "Rhyolite" "Basalt / Picro-Basalt" "Trachyte / Trachydacite" " " " " " " " " " " " " " "
"796" 263020 "Karang" "Indonesia" "Java" "Indonesia" -6.268 106.05 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1768 NA NA "Evidence Uncertain" 1006 73942 1753655 23398992 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"797" 342170 "Chingo" "México and Central America" "Guatemala" "Guatemala-El Salvador" 14.12 -89.73 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1775 NA NA "Evidence Credible" 330595 330595 867678 7235923 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"798" 261110 "Sibualbuali" "Indonesia" "Sumatra" "Indonesia" 1.556 99.255 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1819 NA NA "Evidence Uncertain" 2249 10838 404339 2481584 "Dacite" "Rhyolite" "Andesite / Basaltic Andesite" " " " " "Basalt / Picro-Basalt" " " " " " " " "
"799" 283130 "Akagisan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 36.56 139.193 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1828 NA NA "Evidence Uncertain" 961 4538 1116366 16718375 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" " " " " " " " "
"800" 300390 "Anaun" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 56.32 158.83 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1828 NA NA "Evidence Uncertain" 2 4 56 5933 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
